from_url,to_path,locale,status_code,legacy_wp_id,priority_score
/ja/yoku-aru-shitsumon,/ja/faq,ja,301,,80.00
/ja/watashitachi-ni-tsuite,/ja/about,ja,301,,80.00
/ja/otoiawase,/ja/contact,ja,301,,80.00
/ja/ejiputo-hyakka,/ja/wiki,ja,301,,80.00
/ja/hierogurifu-namae,/ja/your-name-in-hieroglyphs,ja,301,,80.00
/ja/toshikan-kyori,/ja/distance-between-egyptian-cities,ja,301,,80.00
/ja/hoteru-gureedo,/ja/hotel-grade-concept,ja,301,,80.00
/ja/sekinin-aru-ryokou,/ja/responsible-travel,ja,301,,80.00
/es/journeys/first-time-in-egypt,/es/journeys/primera-vez-en-egipto,es,301,,80.00
/es/journeys/the-cultural-traveller,/es/journeys/el-viajero-cultural,es,301,,80.00
/es/journeys/travelling-as-a-family,/es/journeys/viajar-en-familia,es,301,,80.00
/es/journeys/desert-and-quiet,/es/journeys/desierto-y-calma,es,301,,80.00
/es/journeys/travelling-in-style,/es/journeys/viajar-con-estilo,es,301,,80.00
/es/journeys/coming-back,/es/journeys/volver-a-egipto,es,301,,80.00
/ja/journeys/first-time-in-egypt,/ja/journeys/hajimete-no-ejiputo,ja,301,,80.00
/ja/journeys/the-cultural-traveller,/ja/journeys/bunka-o-tabisuru-hito-e,ja,301,,80.00
/ja/journeys/travelling-as-a-family,/ja/journeys/kazoku-de-tabisuru,ja,301,,80.00
/ja/journeys/desert-and-quiet,/ja/journeys/sabaku-to-shizukesa,ja,301,,80.00
/ja/journeys/travelling-in-style,/ja/journeys/joshitsu-ni-tabisuru,ja,301,,80.00
/ja/journeys/coming-back,/ja/journeys/futatabi-no-ejiputo,ja,301,,80.00
https://travel2egypt.org/fi/suuren-gizan-pyramidin-sisaan/,/,en,301,,64.00
https://travel2egypt.org/abu-simbel-by-plane-from-aswan/,/abu-simble-by-plane-from-aswan,en,301,88607,50.00
https://travel2egypt.org/ja/asuwan-kara-hikoki-de-iku-abu-shin-beru/,/ja/abu-simble-by-plane-from-aswan,ja,301,88607,50.00
https://travel2egypt.org/abu-simbel-car-day-tour-from-aswan/,/private-tour-abu-simble-by-bus-from-aswan,en,301,88502,50.00
https://travel2egypt.org/es/ruta-templos-autobus-abu-simbel-desde-asuan/,/es/private-tour-abu-simble-by-bus-from-aswan,es,301,88502,50.00
https://travel2egypt.org/ja/shinden-no-michi-asuwan-hatsu-abu-shin-beru-shinden-higaeri/,/ja/private-tour-abu-simble-by-bus-from-aswan,ja,301,88502,50.00
https://travel2egypt.org/alexandria-day-tour/,/alexandria-catacombs-pompeys-pillar-group-day-tour-from-cairo,en,301,88108,50.00
https://travel2egypt.org/es/catacumba-columna-de-pompeyo-museo-nacional-y-anfiteatro/,/es/alexandria-catacombs-pompeys-pillar-group-day-tour-from-cairo,es,301,88108,50.00
https://travel2egypt.org/ja/katakombe-pompei-no-hashira-kokuritsu-hakubutsukan-enkei/,/ja/alexandria-catacombs-pompeys-pillar-group-day-tour-from-cairo,ja,301,88108,50.00
https://travel2egypt.org/aswan-city-tour-from-marsa-alam-small-group-tour/,/aswan-city-tour-from-marsa-alam,en,301,135806,50.00
https://travel2egypt.org/es/visita-a-la-ciudad-de-asuan-desde-marsa-alam/,/es/aswan-city-tour-from-marsa-alam,es,301,135806,50.00
https://travel2egypt.org/ja/marusaaramu-hatsu-asuwan-shi-tsua/,/ja/aswan-city-tour-from-marsa-alam,ja,301,135806,50.00
https://travel2egypt.org/cairo-day-tour-from-alexandria/,/alexandria-to-cairo-private-day-tour-of-giza-pyramids-sphinx-egyptian-museum-khan-el-khalili,en,301,118678,50.00
https://travel2egypt.org/es/de-alejandria-a-el-cairo-piramides-y-museo/,/es/alexandria-to-cairo-private-day-tour-of-giza-pyramids-sphinx-egyptian-museum-khan-el-khalili,es,301,118678,50.00
https://travel2egypt.org/ja/arekusandoria-hatsu-kairo-e-no-puraibeto-higaeri-tsua-giza/,/ja/alexandria-to-cairo-private-day-tour-of-giza-pyramids-sphinx-egyptian-museum-khan-el-khalili,ja,301,118678,50.00
https://travel2egypt.org/group-trip-to-cairo-by-bus-from-hurghada/,/cairo-by-bus-group-day-tour-from-hurghada,en,301,115522,50.00
https://travel2egypt.org/es/esplendores-de-la-capital-excursion-en-grupo-de-un-dia-a-el-cairo-en-autobus-desde-hurghada/,/es/cairo-by-bus-group-day-tour-from-hurghada,es,301,115522,50.00
https://travel2egypt.org/ja/shuto-no-kagayaki-furugada-hatsu-kairo-e-no-basu-de-iku/,/ja/cairo-by-bus-group-day-tour-from-hurghada,ja,301,115522,50.00
https://travel2egypt.org/shared-snorkeling-day-at-giftun-island/,/giftun-island-shared-snorkeling-day-from-hurghada,en,301,115196,50.00
https://travel2egypt.org/es/companeros-de-coral-dia-compartido-de-snorkel-en-la-isla-giftun/,/es/giftun-island-shared-snorkeling-day-from-hurghada,es,301,115196,50.00
https://travel2egypt.org/ja/sango-no-nakama-tachi-gifutun-to-shunokeringu-kyoyu-tsua/,/ja/giftun-island-shared-snorkeling-day-from-hurghada,ja,301,115196,50.00
https://travel2egypt.org/dendera-and-abydos-temples-tour-from-safaga/,/dendera-and-abydos-temples-day-tour,en,301,87558,50.00
https://travel2egypt.org/es/safaga-a-santuarios-excursion-de-un-dia-a-los-templos-de-dendera-y-abydos/,/es/dendera-and-abydos-temples-day-tour,es,301,87558,50.00
https://travel2egypt.org/ja/safaga-kara-meguru-seiiki-no-tabi-dendera-abidosu-shinden/,/ja/dendera-and-abydos-temples-day-tour,ja,301,87558,50.00
https://travel2egypt.org/desert-quad-bike-safari-from-hurghada/,/desert-quad-bike-safari-to-bedouin-village-from-hurghada,en,301,88554,50.00
https://travel2egypt.org/es/emocionante-emocion-en-el-desierto-safari-en-quad-a-un-pueblo-beduino/,/es/desert-quad-bike-safari-to-bedouin-village-from-hurghada,es,301,88554,50.00
https://travel2egypt.org/ja/kofun-no-sabaku-adobencha-bedowin-no-mura-e-no/,/ja/desert-quad-bike-safari-to-bedouin-village-from-hurghada,ja,301,88554,50.00
https://travel2egypt.org/group-day-tour-of-the-pyramids-and-sphinx/,/pyramids-of-giza-and-sphinx-group-day-tour,en,301,87757,50.00
https://travel2egypt.org/es/excursion-de-un-dia-en-grupo-piramides-de-guiza-y-esfinge/,/es/pyramids-of-giza-and-sphinx-group-day-tour,es,301,87757,50.00
https://travel2egypt.org/ja/gurupu-higaeri-tsua-giza-no-piramiddo-to-sufinkusu/,/ja/pyramids-of-giza-and-sphinx-group-day-tour,ja,301,87757,50.00
https://travel2egypt.org/karnak-luxor-temples-and-museum-day-tour/,/day-tour-to-karnak-luxor-temples-luxor-museum,en,301,88172,50.00
https://travel2egypt.org/es/reyes-y-columnas-visita-de-un-dia-a-los-templos-y-museo-de-karnak-y-luxor/,/es/day-tour-to-karnak-luxor-temples-luxor-museum,es,301,88172,50.00
https://travel2egypt.org/ja/o-tachi-to-hashira-karunakku-shinden-rukusoru-shinden/,/ja/day-tour-to-karnak-luxor-temples-luxor-museum,ja,301,88172,50.00
https://travel2egypt.org/luxor-full-day-tour-from-hurghada/,/luxor-day-tour-from-hurghadafull-day,en,301,88562,50.00
https://travel2egypt.org/es/de-hurghada-a-luxor-descubrimiento-de-la-ciudad-antigua-en-dia-completo/,/es/luxor-day-tour-from-hurghadafull-day,es,301,88562,50.00
https://travel2egypt.org/ja/furugada-hatsu-rukusoru-kodai-toshi-1-nichi-tambo-tsua/,/ja/luxor-day-tour-from-hurghadafull-day,ja,301,88562,50.00
https://travel2egypt.org/group-tour-luxor-hurghada/,/luxor-highlights-group-day-tour-from-hurghada,en,301,151868,50.00
https://travel2egypt.org/es/destacados-de-luxor-tour-en-grupo-de-un-dia-desde-hurghada/,/es/luxor-highlights-group-day-tour-from-hurghada,es,301,151868,50.00
https://travel2egypt.org/ja/rukusoru-hairaito-furugada-hatsu-higaeri-gurupu-tsua/,/ja/luxor-highlights-group-day-tour-from-hurghada,ja,301,151868,50.00
https://travel2egypt.org/abu-simbel-temples-day-tour/,/abu-simbel-temples-day-tour-from-aswan,en,301,87460,50.00
https://travel2egypt.org/es/excursion-de-un-dia-a-los-majestuosos-templos-de-abu-simble/,/es/abu-simbel-temples-day-tour-from-aswan,es,301,87460,50.00
https://travel2egypt.org/ja/yudai-na-abu-shin-beru-shinden-higaeri-tsua/,/ja/abu-simbel-temples-day-tour-from-aswan,ja,301,87460,50.00
https://travel2egypt.org/private-snorkeling-adventure-in-marsa-alam/,/group-snorkeling-adventure-in-marsa-alam,en,301,115481,50.00
https://travel2egypt.org/es/aventura-privada-de-snorkel-en-marsa-alam/,/es/group-snorkeling-adventure-in-marsa-alam,es,301,115481,50.00
https://travel2egypt.org/ja/umi-no-kyoi-marusaaramu-de-no-puraibetoshunokeringuadobencha/,/ja/group-snorkeling-adventure-in-marsa-alam,ja,301,115481,50.00
https://travel2egypt.org/marsa-alam-to-cairo-small-group-tour-full-day-by-plane/,/marsa-alam-to-cairo-full-day-tour-by-plane,en,301,135858,50.00
https://travel2egypt.org/es/excursion-de-un-dia-en-avion-de-marsa-alam-a-el-cairo/,/es/marsa-alam-to-cairo-full-day-tour-by-plane,es,301,135858,50.00
https://travel2egypt.org/ja/marusaaramu-hatsu-kairo-higaeri-tsua-hikoki-riyo/,/ja/marsa-alam-to-cairo-full-day-tour-by-plane,ja,301,135858,50.00
https://travel2egypt.org/memphis-saqqara-dahshur-tour-from-alexandria/,/private-day-trip-to-memphis-saqqara-and-dahshur-from-alexandria,en,301,118521,50.00
https://travel2egypt.org/es/excursion-privada-de-un-dia-a-menfis-saqqara-y-dahshur-desde-alejandria/,/es/private-day-trip-to-memphis-saqqara-and-dahshur-from-alexandria,es,301,118521,50.00
https://travel2egypt.org/ja/arekusandoria-hatsu-menfisu-sakkara-dahashuru-no-puraibeto/,/ja/private-day-trip-to-memphis-saqqara-and-dahshur-from-alexandria,ja,301,118521,50.00
https://travel2egypt.org/mount-sinai-sunrise-trek/,/mount-sinai-sunrise-trek-group-day-tour,en,301,145919,50.00
https://travel2egypt.org/es/ascenso-al-amanecer-del-monte-sinai/,/es/mount-sinai-sunrise-trek-group-day-tour,es,301,145919,50.00
https://travel2egypt.org/ja/shinai-san-sanraizutorekku/,/ja/mount-sinai-sunrise-trek-group-day-tour,ja,301,145919,50.00
https://travel2egypt.org/private-car-transfer-from-aswan-to-luxor/,/private-tour-transfer-from-aswan-to-luxor-by-bus,en,301,88611,50.00
https://travel2egypt.org/es/nilo-link-traslado-en-autobus-privado-de-asuan-a-luxor/,/es/private-tour-transfer-from-aswan-to-luxor-by-bus,es,301,88611,50.00
https://travel2egypt.org/ja/nairu-rinku-asuwan-kara-rukusoru-e-no-puraibeto-basu-sogei/,/ja/private-tour-transfer-from-aswan-to-luxor-by-bus,ja,301,88611,50.00
https://travel2egypt.org/esna-edfu-kom-ombo-day-tour/,/esna-edfu-kom-ombo-temples-group-day-tour-from-luxor,en,301,87510,50.00
https://travel2egypt.org/es/visita-a-esna-edfu-y-kom-ombo/,/es/esna-edfu-kom-ombo-temples-group-day-tour-from-luxor,es,301,87510,50.00
https://travel2egypt.org/ja/esuna-edofu-komuombo-homon/,/ja/esna-edfu-kom-ombo-temples-group-day-tour-from-luxor,ja,301,87510,50.00
https://travel2egypt.org/group-day-tour-to-memphis-saqqara-and-dahshur/,/memphis-saqqara-and-dahshur-group-day-tour,en,301,88107,50.00
https://travel2egypt.org/es/trio-del-reino-antiguo-excursion-en-grupo-de-un-dia-a-menfis-saqqara-y-dahshur/,/es/memphis-saqqara-and-dahshur-group-day-tour,es,301,88107,50.00
https://travel2egypt.org/ja/ko-okoku-no-san-dai-iseki-menfisu-sakkara-dahashuru-no/,/ja/memphis-saqqara-and-dahshur-group-day-tour,ja,301,88107,50.00
https://travel2egypt.org/dendera-and-abydos-temples-from-hurghada/,/dendera-and-abydos-temple-day-tour-from-hurghada,en,301,88563,50.00
https://travel2egypt.org/es/excursion-privada-templos-de-dendera-y-abydos-desde-hurghada/,/es/dendera-and-abydos-temple-day-tour-from-hurghada,es,301,88563,50.00
https://travel2egypt.org/ja/puraibeto-tsua-furugada-kara-shuppatsu-suru-dendera-to/,/ja/dendera-and-abydos-temple-day-tour-from-hurghada,ja,301,88563,50.00
https://travel2egypt.org/private-tour-transfer-from-luxor-to-hurghada-by-car/,/private-tour-transfer-from-luxor-to-hurghada-by-bus,en,301,88181,50.00
https://travel2egypt.org/es/excursion-privada-traslado-de-luxor-a-hurghada-en-autobus/,/es/private-tour-transfer-from-luxor-to-hurghada-by-bus,es,301,88181,50.00
https://travel2egypt.org/ja/puraibeto-tsua-rukusoru-kara-furugada-made-no-basu-sogei/,/ja/private-tour-transfer-from-luxor-to-hurghada-by-bus,ja,301,88181,50.00
https://travel2egypt.org/pyramids-of-giza-sphinx-memphis-and-saqqara-tour/,/private-tour-pyramids-of-giza-sphinx-memphis-and-saqqara,en,301,87765,50.00
https://travel2egypt.org/es/piramides-de-guiza-esfinge-menfis-y-saqqara/,/es/private-tour-pyramids-of-giza-sphinx-memphis-and-saqqara,es,301,87765,50.00
https://travel2egypt.org/ja/giza-no-piramiddo-sufinkusu-menfisu-sakkara/,/ja/private-tour-pyramids-of-giza-sphinx-memphis-and-saqqara,ja,301,87765,50.00
https://travel2egypt.org/pyramids-of-giza-sphinx-egyptian-museum-khan-el-khalili-tour/,/private-tour-pyramids-of-giza-sphinx-egyptian-museum-and-khan-el-khalili-bazaar,en,301,87766,50.00
https://travel2egypt.org/es/piramides-de-guiza-y-esfinge-museo-egipcio-y-khan-el-khalili/,/es/private-tour-pyramids-of-giza-sphinx-egyptian-museum-and-khan-el-khalili-bazaar,es,301,87766,50.00
https://travel2egypt.org/ja/giza-no-piramiddo-sufinkusu-ejiputo-kokogaku-hakubutsukan/,/ja/private-tour-pyramids-of-giza-sphinx-egyptian-museum-and-khan-el-khalili-bazaar,ja,301,87766,50.00
https://travel2egypt.org/snorkeling-sea-trip-in-sharm-el-sheikh/,/diving-sea-trip-in-sharm-el-sheikh,en,301,87600,50.00
https://travel2egypt.org/es/escapada-exclusiva-excursion-privada-de-snorkel-en-el-mar-en-sharm-el-sheikh/,/es/diving-sea-trip-in-sharm-el-sheikh,es,301,87600,50.00
https://travel2egypt.org/ja/ekusukurushibuesukepu-sharumuerusheiku-de-tanoshimu/,/ja/diving-sea-trip-in-sharm-el-sheikh,ja,301,87600,50.00
https://travel2egypt.org/temples-of-time-day-tour-to-nubian-temples-from-aswan/,/nubian-temples-day-tour-from-aswan,en,301,113187,50.00
https://travel2egypt.org/es/templos-del-tiempo-excursion-de-un-dia-a-los-templos-nubios-desde-asuan/,/es/nubian-temples-day-tour-from-aswan,es,301,113187,50.00
https://travel2egypt.org/ja/toki-o-koeru-shinden-asuwan-hatsu-nubia-shinden-higaeri-tsua/,/ja/nubian-temples-day-tour-from-aswan,ja,301,113187,50.00
https://travel2egypt.org/desert-rides-hurghada-quad-bike-adventure/,/hurghada-quad-bike-tour,en,301,88564,50.00
https://travel2egypt.org/es/emocionantes-paseos-por-el-desierto-aventura-en-quad-en-hurghada/,/es/hurghada-quad-bike-tour,es,301,88564,50.00
https://travel2egypt.org/ja/suriringu-na-sabaku-no-raido-furugadakuwaddobaikuadobencha/,/ja/hurghada-quad-bike-tour,ja,301,88564,50.00
https://travel2egypt.org/the-grand-west-bank-tour/,/grand-west-bank-group-day-tour-luxor,en,301,87527,50.00
https://travel2egypt.org/es/maravillas-de-la-orilla-oeste-de-luxor-recorrido-completo/,/es/grand-west-bank-group-day-tour-luxor,es,301,87527,50.00
https://travel2egypt.org/ja/seigan-no-kiseki-gurandouesutobankutsua/,/ja/grand-west-bank-group-day-tour-luxor,ja,301,87527,50.00
https://travel2egypt.org/cairo-group-tour/,/private-tour-pyramids-of-giza-sphinx-egyptian-museum-and-khan-el-khalili-bazaar,en,301,151754,50.00
https://travel2egypt.org/es/tour-en-grupo-por-el-cairo-piramides-museo-y-khan-el-khalili/,/es/private-tour-pyramids-of-giza-sphinx-egyptian-museum-and-khan-el-khalili-bazaar,es,301,151754,50.00
https://travel2egypt.org/ja/kairo-gurupu-tsua-piramiddo-hakubutsukan-kanerukariri/,/ja/private-tour-pyramids-of-giza-sphinx-egyptian-museum-and-khan-el-khalili-bazaar,ja,301,151754,50.00
https://travel2egypt.org/day-tour-to-visit-cairo-from-alexandria/,/alexandria-to-cairo-private-day-tour-of-giza-pyramids-sphinx-egyptian-museum-khan-el-khalili,en,301,113456,50.00
https://travel2egypt.org/es/excursion-de-un-dia-para-visitar-el-cairo-desde-alejandria/,/es/alexandria-to-cairo-private-day-tour-of-giza-pyramids-sphinx-egyptian-museum-khan-el-khalili,es,301,113456,50.00
https://travel2egypt.org/ja/arekusandoria-kara-kairo-e-no-higaeri-tsua/,/ja/alexandria-to-cairo-private-day-tour-of-giza-pyramids-sphinx-egyptian-museum-khan-el-khalili,ja,301,113456,50.00
https://travel2egypt.org/bahariya-oasis-and-white-desert-3-day-tour/,/3-day-bahariya-white-desert-tour,en,301,89439,50.00
https://travel2egypt.org/es/oasis-del-desierto-aventura-de-3-dias-bahariya-desierto-blanco/,/es/3-day-bahariya-white-desert-tour,es,301,89439,50.00
