from_url,destination,sub,clicks,impressions
https://travel2egypt.org/ja/観光地の入場料/,,,90,3417
https://travel2egypt.org/ancient-egypt-myths/,,,89,8113
https://travel2egypt.org/ja/ファラオからファラフェルへ：エジプトの食文化/,,,89,5758
https://travel2egypt.org/ja/7月にエジプトを訪れる-4o-mini/,,,89,2292
https://travel2egypt.org/es/horario-y-dias-festivos/,,,88,13358
https://travel2egypt.org/egypt-bird-watching-tour/,,,88,2088
https://travel2egypt.org/es/los-mejores-itinerarios-de-viaje-por-egipto/,,,87,19841
https://travel2egypt.org/ismailia-travel-guide/,,,87,18855
https://travel2egypt.org/saint-catherine-travel-guide/pilgrims-travel-guide/,saint-catherine,pilgrims-travel-guide,87,3626
https://travel2egypt.org/islamic-cairo-and-its-religious-significance/,,,86,13390
https://travel2egypt.org/saint-catherine-travel-guide/moses-mountain/,saint-catherine,moses-mountain,85,25836
https://travel2egypt.org/how-to-go-to-marsa-matruh/,,,83,19907
https://travel2egypt.org/eco-lodges-in-egypt/,,,82,7142
https://travel2egypt.org/day-tour-to-esna-edfu-kom-ombo-from-luxor/,,,82,6809
https://travel2egypt.org/es/hoteles-historicos-en-egipto-donde-la-historia-se-encuentra-con-el-lujo/,,,82,5166
https://travel2egypt.org/marsa-alam-travel-guide/weather-travel-guide/,marsa-alam,weather-travel-guide,81,30043
https://travel2egypt.org/ismailia-arrival-guide/,,,81,20031
https://travel2egypt.org/islamic-architectural-heritage-in-egypt/,,,81,12074
https://travel2egypt.org/things-to-do-in-asyut/,,,80,10386
https://travel2egypt.org/marriott-mena-house-stay-of-distinction/,,,79,5197
https://travel2egypt.org/bargaining-in-egypt/,,,77,4293
https://travel2egypt.org/history-of-asyut/,,,76,26247
https://travel2egypt.org/14-myths-and-facts-about-ancient-egypt/,,,76,5463
https://travel2egypt.org/ticket-prices-for-attractions-in-giza/,,,75,21886
https://travel2egypt.org/sinai-historical-sites/,,,75,9239
https://travel2egypt.org/es/preguntas-frecuentes-sobre-viajes-a-egipto/,,,75,8487
https://travel2egypt.org/nile-cruise-luxor-to-cairo/,,,75,7108
https://travel2egypt.org/ja/エジプトの交通手段/,,,74,2472
https://travel2egypt.org/ja/アスワンのローカルマーケット/,,,74,673
https://travel2egypt.org/public-transport-in-hurghada/,,,73,5937
https://travel2egypt.org/moses-mountain/,,,72,95796
https://travel2egypt.org/es/dioses-egipcios-los-dioses-mas-significativos-de-la-mitologia-egipcia/,,,72,37097
https://travel2egypt.org/dendera-and-abydos-temples-from-luxor/,,,72,5777
https://travel2egypt.org/ghaliet-ecolodge-siwa/,,,72,4404
https://travel2egypt.org/ja/ナイルのお祭り/,,,72,2734
https://travel2egypt.org/qena-travel-guide/,,,71,28124
https://travel2egypt.org/aswan-felucca-adventure/,,,71,7060
https://travel2egypt.org/m-s-amwaj-livingstone-nile-cruise/,,,71,5363
https://travel2egypt.org/how-to-go-to-nuweiba/,,,71,5231
https://travel2egypt.org/es/como-evitar-estafas-en-las-piramides-de-giza/,,,71,1522
https://travel2egypt.org/es/moneda-en-egipto/,,,70,22102
https://travel2egypt.org/1-day-giza-pyramids-itinerary/,,,70,6186
https://travel2egypt.org/es/para-navegar-por-el-nilo/,,,69,8006
https://travel2egypt.org/weather-in-fayoum/,,,68,11193
https://travel2egypt.org/best-ecolodges-in-fayoum/,,,68,4825
https://travel2egypt.org/sharm-el-sheikh-travel-guide/resort-city/,sharm-el-sheikh,resort-city,67,11738
https://travel2egypt.org/ja/ルクソールのレストラン＆グルメ/,,,67,1573
https://travel2egypt.org/siwas-historical-landmarks/,,,66,18812
https://travel2egypt.org/ja/ビーチを越えて：マルサアラムの忘れられない観/,,,66,1086
https://travel2egypt.org/ja/アレクサンドリア旅行ガイド/グレコ・ローマン博物館/,,,66,688
https://travel2egypt.org/es/excursion-privada-menfis-y-saqqara/,,,65,5121
https://travel2egypt.org/old-kingdom-pharaohs/,,,64,24804
https://travel2egypt.org/was-king-tut-buried-in-a-pyramid/,,,64,18275
https://travel2egypt.org/cleopatra-pool/,,,64,9013
https://travel2egypt.org/upcoming-events-in-sharm-el-sheikh/,,,64,6649
https://travel2egypt.org/ja/アレクサンドリア旅行ガイド/美食の旅/,,,64,645
https://travel2egypt.org/ja/カイロの洞窟教会探訪：モカッタム山の隠れた宝/,,,63,1593
https://travel2egypt.org/where-is-tutankhamun-now/,,,62,20398
https://travel2egypt.org/siwa-oasis-travel-guide/cleopatra-pool/,siwa-oasis,cleopatra-pool,62,6840
https://travel2egypt.org/egyptian-mummies/,,,62,4978
https://travel2egypt.org/ja/シワ・オアシスアクセスガイド/,,,62,1225
https://travel2egypt.org/top-restaurants-in-luxor/,,,61,5706
https://travel2egypt.org/ticket-prices-for-attractions-in-luxor/,,,60,17977
https://travel2egypt.org/exploring-coptic-cairo/,,,60,11507
https://travel2egypt.org/ja/アレクサンドリアの移動方法/,,,60,561
https://travel2egypt.org/family-beach-holidays-in-egypt/,,,59,23144
https://travel2egypt.org/a-visit-to-cairos-khan-el-khalili-bazaar/,,,59,19069
https://travel2egypt.org/tombs-of-the-nobles-in-aswan/,,,59,3976
https://travel2egypt.org/events-in-siwa/,,,59,1883
https://travel2egypt.org/ja/エジプトの最高のホテルとナイルクルーズ/,,,59,1384
https://travel2egypt.org/ja/ツタンカーメン王の墓の呪い/,,,58,8127
https://travel2egypt.org/aswan-private-car-and-guide/,,,58,4067
https://travel2egypt.org/ja/太陽の祭り/,,,58,2303
https://travel2egypt.org/exploring-egypt-in-september/,,,57,7227
https://travel2egypt.org/our-hotels-grade-concept/,,,57,4477
https://travel2egypt.org/a-helicopter-adventure-over-the-pyramids-and-nile/,,,57,2618
https://travel2egypt.org/es/tumbas-de-los-nobles-en-asuan/,,,57,1215
https://travel2egypt.org/es/maneras-de-llegar-a-sharm-el-sheikh/,,,57,1016
https://travel2egypt.org/ja/m-s-アル・ジャミラ・ナイル・クルーズ（m-s-al-jamila-nile-cruise）/,,,57,244
https://travel2egypt.org/dahab-travel-guide/bohemian-paradise/,dahab,bohemian-paradise,56,12460
https://travel2egypt.org/al-fayoum-travel-guide/approach-roads/,al-fayoum,approach-roads,56,3689
https://travel2egypt.org/ja/ポンペイの柱/,,,56,1943
https://travel2egypt.org/ja/2024年グランド・エジプト博物館を探訪：内部ガイ/,,,56,1199
https://travel2egypt.org/planning-your-trip-to-dahab/,,,55,15378
https://travel2egypt.org/egypt-in-may/,,,54,13289
https://travel2egypt.org/the-definitive-guide-to-egypt-nile-cruise/,,,53,15544
https://travel2egypt.org/es/hitos-historicos-de-siwa/,,,53,11783
https://travel2egypt.org/the-agha-khan-mausoleum/,,,53,9443
https://travel2egypt.org/move-around-siwa/,,,53,1306
https://travel2egypt.org/ja/ダハビーヤ・ナイルクルーズ旅行に持って行くべ/,,,53,772
https://travel2egypt.org/ja/シワ・オアシス旅行ガイド/クレオパトラの泉/,,,53,562
https://travel2egypt.org/aqua-park-cleo-park/,,,52,9100
https://travel2egypt.org/ja/シャルム・エル・シェイク旅行ガイド/移動方法/,,,52,379
https://travel2egypt.org/what-is-included-in-nile-cruise-packages/,,,51,8592
https://travel2egypt.org/es/la-mejor-epoca-para-navegar-por-el-nilo-y-vivir-una-epica-aventura-en-crucero/,,,51,4975
https://travel2egypt.org/3-day-siwa-journey-from-alexandria/,,,51,4745
https://travel2egypt.org/es/vida-nubia-excursion-privada-por-la-aldea-nubia-y-el-nilo-en-barco-a-motor/,,,51,2636
https://travel2egypt.org/ja/カイロの美食探訪：エジプト首都の味わい/,,,51,1288
https://travel2egypt.org/getting-around-in-el-gouna/,,,50,7987
https://travel2egypt.org/reaching-siwa-egypt/,,,50,5826
https://travel2egypt.org/luxor-private-car-and-guide/,,,50,4249
https://travel2egypt.org/es/m-s-al-kahila-crucero-por-el-nilo/,,,50,1863
https://travel2egypt.org/food-in-abu-simbel/,,,50,1432
https://travel2egypt.org/marsa-alam-arrival-guide/,,,49,6846
https://travel2egypt.org/es/souq-bab-el-louk-el-mercado-fresco-de-el-cairo/,,,49,4354
https://travel2egypt.org/how-to-go-to-esna/,,,49,1362
https://travel2egypt.org/ja/古代エジプトの王たち：エジプトのファラオたち/,,,48,15153
https://travel2egypt.org/aswan-travel-guide/tombs-of-the-nobles-in-aswan/,aswan,tombs-of-the-nobles-in-aswan,48,4101
https://travel2egypt.org/bahariya-oasis-travel-guide/pathway-overview/,bahariya-oasis,pathway-overview,48,2737
https://travel2egypt.org/ja/エジプトのウェルネスと医療ツーリズム：古代の/,,,48,1455
https://travel2egypt.org/dahab-historical-guide/,,,47,14511
https://travel2egypt.org/tipping-in-egypt/,,,47,10299
https://travel2egypt.org/private-tour-transfer-from-luxor-to-hurghada-by-bus/,,,47,7205
https://travel2egypt.org/asyut-travel-guide/activities-calling/,asyut,activities-calling,47,5479
https://travel2egypt.org/ways-to-get-to-suez/,,,47,5028
https://travel2egypt.org/es/7-cosas-inolvidables-que-hacer-en-aswan/,,,47,4467
https://travel2egypt.org/ja/アスワンで訪れるべき厳選9スポット/,,,46,1502
https://travel2egypt.org/es/negociacion-en-egipto/,,,46,1168
https://travel2egypt.org/es/la-lengua-en-egipto/,,,45,28401
https://travel2egypt.org/es/reyes-del-antiguo-egipto-el-majestuoso-reinado-de-los-faraones-de-egipto/,,,45,27339
https://travel2egypt.org/es/sim-para-viajar-a-egipto/,,,45,5778
https://travel2egypt.org/sharm-el-luli/,,,44,9418
https://travel2egypt.org/health-and-safety/,,,44,7829
https://travel2egypt.org/es/guia-de-viaje-de-guiza/la-piramide-negra/,,,44,7231
https://travel2egypt.org/how-to-go-to-al-arish/,,,44,3602
https://travel2egypt.org/things-to-do-in-ismailia/,,,44,3395
https://travel2egypt.org/es/cairo-largest-market-ataba/,,,44,2577
https://travel2egypt.org/bahariya-oasis-travel-guide/valley-of-the-golden-mummies/,bahariya-oasis,valley-of-the-golden-mummies,44,2485
https://travel2egypt.org/ja/アスワンからルクソールへのプライベートバス送/,,,44,1232
https://travel2egypt.org/ja/カイロ・ザマレクのナイルビューのレストラン/,,,44,1190
https://travel2egypt.org/currency-in-egypt/,,,43,77081
https://travel2egypt.org/asyut-travel-guide/,,,43,23641
https://travel2egypt.org/al-qasr-village/,,,43,5439
https://travel2egypt.org/where-to-stay-in-fayoum/,,,43,5116
https://travel2egypt.org/ja/ツタンカーメンは今どこにいるのか/,,,43,2824
https://travel2egypt.org/ja/エジプトの魅惑的な湖/,,,43,1508
https://travel2egypt.org/es/tours-por-egipto-desde-alemania/,,,43,1194
https://travel2egypt.org/getting-around-marsa-matruh/,,,42,7571
https://travel2egypt.org/mobility-in-marsa-alam/,,,42,4304
https://travel2egypt.org/ja/コム・オンボ-旅行ガイド/ナイルのお祭り/,,,42,1466
https://travel2egypt.org/es/visita-privada-a-las-iconicas-piramides-de-guiza-y-la-esfinge/,,,41,6793
https://travel2egypt.org/gebel-el-silsila/,,,41,5008
https://travel2egypt.org/wadi-el-natrun-accommodation-guide/,,,41,4951
https://travel2egypt.org/sharm-el-sheikh-travel-guide/nabq-national-park/,sharm-el-sheikh,nabq-national-park,41,3670
https://travel2egypt.org/es/wifi-en-egipto/,,,40,3906
https://travel2egypt.org/ja/フルガダでできる33の素晴らしいこと/,,,40,1044
https://travel2egypt.org/the-holy-family-trip-in-egypt/,,,39,8934
https://travel2egypt.org/sonesta-st-george-luxor/,,,39,8008
https://travel2egypt.org/es/viajar-a-egipto-en-agosto/,,,39,6323
https://travel2egypt.org/nuweiba-tarabeen/,,,39,6037
https://travel2egypt.org/national-museum-of-egyptian/,,,39,5979
https://travel2egypt.org/zeytouna-beach/,,,39,4349
https://travel2egypt.org/hollywood-vs-history-egypt-in-the-movies/,,,39,3502
https://travel2egypt.org/es/abu-simble-en-avion-desde-asuan/,,,39,2578
https://travel2egypt.org/things-to-do-in-beni-suef/,,,38,6599
https://travel2egypt.org/es/ascenso-al-amanecer-del-monte-sinai/,,,38,4166
https://travel2egypt.org/aswan-local-market/,,,38,3494
https://travel2egypt.org/es/guia-de-viaje-de-asuan/mercado-local-de-asuan/,,,38,1231
https://travel2egypt.org/saladin-citadel-khan-el-khalili-bazaar-cairo/,,,37,12724
https://travel2egypt.org/es/la-historia-de-la-tumba-de-tutankhamun/,,,37,11089
https://travel2egypt.org/history-of-marsa-matruh/,,,37,7774
https://travel2egypt.org/cairo-dinner-cruise-with-belly-dancing-show/,,,37,5696
https://travel2egypt.org/transport-to-qena/,,,37,3941
https://travel2egypt.org/valley-of-the-golden-mummies/,,,37,3573
https://travel2egypt.org/distance-between-egyptian-cities/,,,36,29726
https://travel2egypt.org/farafra-oasis-travel-guide/,,,36,11823
https://travel2egypt.org/es/lo-mejor-que-hacer-en-luxor/,,,36,8597
https://travel2egypt.org/marsa-matruh-travel-guide/discovering-travel-guide/,marsa-matruh,discovering-travel-guide,36,8248
https://travel2egypt.org/the-grand-islamic-day-tour/,,,36,4592
https://travel2egypt.org/marsa-matruh-travel-guide/getting-around/,marsa-matruh,getting-around,36,4496
https://travel2egypt.org/what-to-eat-in-hurghada/,,,36,3720
https://travel2egypt.org/nubian-lodges-in-aswan-abu-simbel/,,,36,3581
https://travel2egypt.org/nuweiba-travel-guide/nuweiba-tarabeen/,nuweiba,nuweiba-tarabeen,36,3253
https://travel2egypt.org/where-to-stay-in-edfu/,,,36,2120
https://travel2egypt.org/getting-around-in-aswan/,,,36,1794
https://travel2egypt.org/al-arish-history/,,,35,15281
https://travel2egypt.org/how-to-choose-the-right-egyptian-airport-for-your-private-flight/,,,35,8406
https://travel2egypt.org/es/guia-de-viaje-de-guiza/saqqara-sakkara/,,,35,6794
https://travel2egypt.org/a-simple-guide-to-the-valley-of-the-kings/,,,35,5469
https://travel2egypt.org/ways-to-get-to-taba/,,,35,3984
https://travel2egypt.org/uncovering-sohag-heritage/,,,34,21387
https://travel2egypt.org/sataya-reef-marsa-alam-dolphin-house/,,,34,10274
https://travel2egypt.org/types-of-dahabiya-boats/,,,34,4605
https://travel2egypt.org/es/la-antigua-ciudad-de-pelusium/,,,34,2907
https://travel2egypt.org/aswan-airport-transfer/,,,34,2231
https://travel2egypt.org/es/visita-a-esna-edfu-y-kom-ombo/,,,34,2213
https://travel2egypt.org/wadi-al-natron-travel-guide/spiritual-retreats/,wadi-al-natron,spiritual-retreats,34,1508
https://travel2egypt.org/sound-light-show-at-karnak-temple-in-luxor/,,,33,19253
https://travel2egypt.org/weather-in-cairo/,,,33,18328
https://travel2egypt.org/weather-in-giza/,,,33,9485
https://travel2egypt.org/the-curse-of-king-tuts-tomb/,,,33,8579
https://travel2egypt.org/es/egipto-los-mejores-hoteles-y-cruceros-por-el-nilo/,,,33,7739
https://travel2egypt.org/es/el-oasis-de-bahariya-y-el-desierto-negro-las-joyas-ocultas-de-egipto/,,,33,5763
https://travel2egypt.org/getting-to-wadi-el-natrun/,,,33,5680
https://travel2egypt.org/ja/カイロの必見イスラム教の名所/,,,33,2279
https://travel2egypt.org/ja/エジプトの月別ガイド/,,,33,1389
https://travel2egypt.org/ja/シワ・オアシス：時を超えた壮大な冒険/,,,33,1113
https://travel2egypt.org/es/precios-de-las-entradas-de-las-atracciones-de-alejandria/,,,33,1066
https://travel2egypt.org/siwa-oasis-travel-guide/festivities-culture/,siwa-oasis,festivities-culture,33,862
https://travel2egypt.org/sohag-travel-guide/,,,32,20819
https://travel2egypt.org/weather-in-sainte-catherine/,,,32,9334
https://travel2egypt.org/cairo-largest-market-ataba/,,,31,12262
https://travel2egypt.org/es/bazar-khan-el-khalili/,,,31,7045
https://travel2egypt.org/suez-travel-guide/,,,31,6883
https://travel2egypt.org/private-tour-nubian-village-with-motor-boat/,,,31,5439
https://travel2egypt.org/nuweiba-weather-guide/,,,31,5102
https://travel2egypt.org/esna-temple-and-el-kab-day-tour-from-luxor/,,,31,2154
https://travel2egypt.org/things-to-do-in-marsa-matruh/,,,31,1967
https://travel2egypt.org/how-to-choose-a-sim-card-for-your-trip-to-egypt/#elementor-toc__heading-anchor-2,,,30,133073
https://travel2egypt.org/must-visit-museums-in-egypt/,,,30,61798
https://travel2egypt.org/best-family-resorts-in-egypt/,,,30,12211
https://travel2egypt.org/transportation-in-egypt/,,,30,9373
https://travel2egypt.org/aswan-travel-guide/the-agha-khan-mausoleum/,aswan,the-agha-khan-mausoleum,30,7327
https://travel2egypt.org/the-small-temple-of-abu-simble/,,,30,6352
https://travel2egypt.org/history-of-akhmim/,,,30,5646
https://travel2egypt.org/visit-to-esna-edfu-kom-ombo/,,,30,3205
https://travel2egypt.org/where-to-stay-in-saint-catherine/,,,30,2967
https://travel2egypt.org/the-westin-soma-bay-golf-resort-spa/,,,30,1981
https://travel2egypt.org/es/gays-y-lesbianas/,,,30,1515
https://travel2egypt.org/getting-around-in-farafra/,,,30,1156
https://travel2egypt.org/full-day-trip-to-cairo-by-plane-from-sharm-el-sheikh/,,,29,40886
https://travel2egypt.org/hurghada-marina/,,,29,13103
https://travel2egypt.org/2-weeks-egypt-tour-itinerary/,,,29,11062
https://travel2egypt.org/explore-egypt-in-november/,,,29,9401
https://travel2egypt.org/al-quseir-travel-guide/the-port-of-myos-hormos/,al-quseir,the-port-of-myos-hormos,29,5258
https://travel2egypt.org/group-tours-vs-private-tours/,,,29,4793
https://travel2egypt.org/es/descubre-los-lagos-salados-de-siwa-bienestar-y-aventura-en-egipto/,,,29,4757
https://travel2egypt.org/es/lo-mejor-que-hacer-en-luxor-egipto/,,,29,3836
