url,instances,now_redirected,carrier_docs
"https://travel2egypt.org/es/guia-de-viaje-del-oasis-de-dajla/cosas-que-explorar/",4,yes,"wp-page-58736:guideArticle | wp-page-59478:guideArticle | wp-page-59493:guideArticle | wp-page-60628:guideArticle"
"https://travel2egypt.org/esna-travel-guide/legacy-details/",4,yes,"wp-page-68016:guideArticle | wp-page-59610:guideArticle | wp-page-59616:guideArticle | wp-page-59619:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-del-oasis-de-kharga/navegar-por/",3,yes,"wp-post-144441-es:article | wp-post-257609-en:article | wp-post-257611-ja:article"
"https://travel2egypt.org/es/los-mejores-lugares-historicos-de-egipto-un-viaje-en-el-tiempo/",3,yes,"wp-post-144441-es:article | wp-post-257609-en:article | wp-post-257611-ja:article"
"https://travel2egypt.org/es/tours-por-egipto-desde-alemania/",3,yes,"wp-post-144441-es:article | wp-post-257609-en:article | wp-post-257611-ja:article"
"https://travel2egypt.org/es/la-epopeya-de-los-faraones-paquete-de-exploracion-de-18-dias-por-el-gran-egipto/",3,yes,"wp-post-144441-es:article | wp-post-257609-en:article | wp-post-257611-ja:article"
"https://travel2egypt.org/es/guia-de-viaje-de-al-arish/calendario-cultural/",3,yes,"wp-post-144441-es:article | wp-post-257609-en:article | wp-post-257611-ja:article"
"https://travel2egypt.org/es/guia-de-viajes-de-baris/mas-alla-del-espejismo-en-baris/",3,yes,"wp-page-59571:guideArticle | wp-page-75692:guideArticle | wp-page-88178:tour"
"http://travel2egypt.org/es/lo-mejor-que-hacer-en-luxor-egipto/",3,yes,"wp-page-59585:guideArticle | wp-page-60661:guideArticle | wp-page-63523:hotel"
"https://travel2egypt.org/kom-ombo-travel-guide/ancient-temples/",3,yes,"wp-page-57848:guideArticle | wp-page-78361:guideArticle | wp-page-59749:guideArticle"
"https://travel2egypt.org/baris-travel-guide/events/",3,yes,"wp-page-58576:guideArticle | wp-page-59262:guideArticle | wp-page-102370:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-al-gouna/mas-alla-de-las-playas/",3,yes,"wp-page-58576:guideArticle | wp-page-60712:guideArticle | wp-page-75692:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-al-arish/guia-de-movimiento/",3,yes,"wp-page-60654:guideArticle | wp-page-87761:tour | wp-page-60551:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-al-quseir/navega-por-los-viajes/",3,yes,"wp-page-83360:guideArticle | wp-page-60461:guideArticle | wp-page-60536:guideArticle"
"http://travel2egypt.org/farafra-oasis-travel-guide/the-white-desert/",3,yes,"wp-page-131814:hotel"
"https://travel2egypt.org/es/guia-de-viaje-de-el-cairo/el-museo-egipcio/",3,yes,"wp-post-144544-es:article | wp-page-87729:tour | wp-page-88173:tour"
"http://travel2egypt.org/es/guia-de-viajes-de-sharm-el-sheij/",3,yes,"wp-page-58801:guideArticle | wp-page-60481:guideArticle | wp-page-60490:guideArticle"
"https://travel2egypt.org/siwa-oasis-travel-guide/historical-tapestry/",3,yes,"wp-page-59345:guideArticle | wp-page-59629:guideArticle | wp-page-60118:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-kom-ombo/mas-alla-de-los-templos/",3,yes,"wp-page-59427:guideArticle | wp-page-60695:guideArticle | wp-page-63606:guideArticle"
"https://travel2egypt.org/al-wadi-al-gadid-travel-guide/journey-heart/",2,yes,"wp-page-56930:guideArticle | wp-page-59712:guideArticle"
"https://travel2egypt.org/abu-simble-travel-guide/the-small-temple-of-abu-simble/",2,yes,"wp-page-56930:guideArticle | wp-page-57838:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-abu-simble/",2,yes,"wp-page-56930:guideArticle | wp-page-60624:guideArticle"
"https://travel2egypt.org/enchanting-expeditions/",2,yes,"wp-page-59585:guideArticle | wp-page-59590:guideArticle"
"http://travel2egypt.org/abu-simble-travel-guide/the-small-temple-of-abu-simble/",2,yes,"wp-page-57848:guideArticle | wp-page-102370:tour"
"https://travel2egypt.org/rosetta-rasheed-travel-guide/journey-through-time/",2,yes,"wp-page-59587:guideArticle | wp-page-59616:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-del-oasis-de-farafra/experiencias-unicas/",2,yes,"wp-page-60654:guideArticle | wp-page-60333:guideArticle"
"https://travel2egypt.org/ismailia-travel-guide/discovering-ismailia/",2,yes,"wp-page-60121:guideArticle"
"https://travel2egypt.org/siwa-oasis-travel-guide/journey-adventure/",2,yes,"wp-page-60121:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-del-oasis-de-bahariya/aventuras-en-el-oasis-de-bahariya-desvelando-las-gemas-del-desierto/",2,yes,"wp-page-78361:guideArticle | wp-page-60586:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-al-fayoum/sigue-siendo-tradicional-moderno/",2,yes,"wp-page-58803:guideArticle | wp-page-60461:guideArticle"
"https://travel2egypt.org/es/del-desierto-al-mar-traslado-aeropuerto-sharm-el-sheikh/",2,yes,"wp-page-60489:guideArticle | wp-page-60484:guideArticle"
"https://travel2egypt.org/farafra-oasis-travel-guide/activities-adventures/",2,yes,"wp-page-253330:guideArticle"
"https://travel2egypt.org/nuweiba-travel-guide/serene-getaway/",2,yes,"wp-page-59209:guideArticle | wp-page-75859:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-al-quseir/experiencias-exclusivas/",2,yes,"wp-page-59261:guideArticle | wp-page-59260:guideArticle"
"https://travel2egypt.org/es/aventura-en-el-desierto-de-fayoum-una-odisea-de-2-dias/",2,yes,"wp-page-59283:guideArticle | wp-page-59734:guideArticle"
"https://travel2egypt.org/rosetta-rasheed-travel-guide/wandering-through/",2,yes,"wp-page-59376:guideArticle | wp-page-59481:guideArticle"
"https://travel2egypt.org/suez-travel-guide/highlights/",2,yes,"wp-page-59393:guideArticle | wp-page-60631:guideArticle"
"https://travel2egypt.org/sohag-travel-guide/beyond-nile/",2,yes,"wp-page-60487:guideArticle | wp-page-60582:guideArticle"
"http://travel2egypt.org/es/guia-de-viajes-de-egipto/",2,yes,"wp-page-60558:guideArticle | wp-page-60464:guideArticle"
"https://travel2egypt.org/saint-catherine-travel-guide/saint-catherines-monastery-and-mount-sinai/",2,yes,"wp-page-60586:guideArticle | wp-page-60485:guideArticle"
"https://travel2egypt.org/es/carretera-de-la-costa-traslado-en-coche-privado-de-luxor-a-marsa-alam/",2,yes,"wp-page-60653:guideArticle | wp-page-78403:guideArticle"
"https://travel2egypt.org/es/ritmos-del-nilo-el-cairo-cena-crucero-con-danza-del-vientre/",2,yes,"wp-page-88174:tour | wp-page-88179:tour"
"https://travel2egypt.org/es/aventura-de-snorkel-en-sharm-el-luli-desde-marsa-alam/",2,yes,"wp-page-88174:tour | wp-page-78396:guideArticle"
"https://travel2egypt.org/es/beit-zeinab-al-jatun/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/es/muros-y-puertas-del-norte/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/es/wikala-al-bazara/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/es/wikala-de-al-ghouri/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/es/tours-destacados-en-el-cairo/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/es/lo-mejor-de-el-cairo/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/ja/%e3%82%ab%e3%82%a4%e3%83%ad%e6%97%85%e8%a1%8c%e3%82%ac%e3%82%a4%e3%83%89/%e3%82%a2%e3%83%ab%ef%bc%9d%e3%82%b0%e3%83%bc%e3%83%aa%e3%83%bc%e3%83%bb%e3%82%a6%e3%82%a3%e3%82%ab%e3%83%a9/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/ja/%e3%82%ab%e3%82%a4%e3%83%ad%e6%97%85%e8%a1%8c%e3%82%ac%e3%82%a4%e3%83%89/%e8%a6%b3%e5%85%89%e3%83%ab%e3%83%bc%e3%83%88/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/ja/%e3%82%ab%e3%82%a4%e3%83%ad%e6%97%85%e8%a1%8c%e3%82%ac%e3%82%a4%e3%83%89/%e3%82%ab%e3%82%a4%e3%83%ad%e3%81%ae%e7%9c%9f%e5%ae%9f%ef%bc%9a%e5%8d%83%e3%81%ae%e3%83%9f%e3%83%8a%e3%83%ac%e3%83%83%e3%83%88%e3%81%ae%e8%a1%97/",1,yes,"guideArticle.cairo.madrassa-mausoleum-of-qalawun:guideArticle"
"https://travel2egypt.org/siwa-oasis-travel-guide/unveiled-mysteries/",1,yes,"wp-page-56930:guideArticle"
"http://travel2egypt.org/tours/private-tour-dendera-and-abydos-by-bus/",1,no,"wp-page-59571:guideArticle"
"https://travel2egypt.org/qena-travel-guide/the-pure-place/",1,yes,"wp-page-59571:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-el-cairo/muros-y-puertas-del-norte/",1,yes,"wp-page-59571:guideArticle"
"https://travel2egypt.org/dakhla-oasis-travel-guide/past-narratives/",1,yes,"wp-page-59585:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-edfu/expediciones/",1,yes,"wp-page-59585:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-akhmim/planificacion-del-viaje/",1,yes,"wp-page-59585:guideArticle"
"https://travel2egypt.org/ras-sudr-travel-guide/exploration-ideas/",1,yes,"wp-page-78400:guideArticle"
"https://travel2egypt.org/kharga-oasis-travel-guide/safaris/",1,yes,"wp-page-78400:guideArticle"
"https://travel2egypt.org/private-day-tours/",1,no,"wp-page-78400:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-marsa-alam/puerto-deportivo-de-port-ghalib/",1,yes,"wp-page-78400:guideArticle"
"http://travel2egypt.org/abu-simble-travel-guide/great-temple-of-abu-simble/",1,yes,"wp-page-57848:guideArticle"
"https://travel2egypt.org/wadi-al-natron-travel-guide/exploration-guide/",1,yes,"wp-page-58576:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-al-arish/mas-alla-de-lo-ordinario-en-al-arish-aventuras-unicas/",1,yes,"wp-page-58576:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-al-gouna/playa-de-zeytouna/",1,yes,"wp-page-58798:guideArticle"
"https://travel2egypt.org/al-fayoum-travel-guide/approach-roads/",1,yes,"wp-page-59212:guideArticle"
"https://travel2egypt.org/beni-suef-travel-guide/travel-accessing/",1,yes,"wp-page-59212:guideArticle"
"http://travel2egypt.org/es/guia-de-viaje-de-abu-simble/",1,yes,"wp-page-59212:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-taba/lista-de-cosas-que-hacer-antes-de-morir/",1,yes,"wp-page-58642:guideArticle"
"https://travel2egypt.org/giza-travel-guide/tours/",1,yes,"wp-page-58736:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-del-oasis-de-dajla/",1,yes,"wp-page-58736:guideArticle"
"https://travel2egypt.org/aswan-travel-guide/travel-embarking/",1,yes,"wp-page-58802:guideArticle"
"https://travel2egypt.org/al-minya-travel-guide/travel-guide-efficient-travel/",1,yes,"wp-page-68016:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-taba/aventuras-mas-alla/",1,yes,"wp-page-78361:guideArticle"
"https://travel2egypt.org/dahab-travel-guide/dahab-exclusives/",1,yes,"wp-page-83360:guideArticle"
"https://travel2egypt.org/dahab-travel-guide/tours/",1,yes,"wp-page-83360:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-al-minya/beni-hassan/",1,yes,"wp-page-87830:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-al-minya/tal-el-amarna/",1,yes,"wp-page-87830:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-santa-catalina/consejos-para-visitar/",1,yes,"wp-page-87830:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-al-gouna/playa-de-mangroovy/",1,yes,"wp-page-58803:guideArticle"
"https://travel2egypt.org/abu-simble-travel-guide/weather-insights/",1,yes,"wp-page-59229:guideArticle"
"https://travel2egypt.org/al-minya-travel-guide/comfort-local-stays/",1,yes,"wp-page-59259:guideArticle"
"https://travel2egypt.org/es/coche-privado-y-guia-personal-por-un-dia/",1,yes,"wp-page-59259:guideArticle"
"https://travel2egypt.org/category/lifestyle/",1,yes,"wp-page-59478:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-del-oasis-de-farafra/el-desierto-blanco/",1,yes,"wp-page-59478:guideArticle"
"https://travel2egypt.org/abu-simble-travel-guide/the-great-temple-of-abu-simble/",1,yes,"wp-page-59603:guideArticle"
"http://travel2egypt.org/es/guia-de-viaje-de-esna/detalles-del-legado/",1,yes,"wp-page-59610:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-hurghada/islas-giftun/",1,yes,"wp-page-59702:guideArticle"
"https://travel2egypt.org/sharm-el-sheikh-travel-guide/naama-bay/",1,yes,"wp-page-60489:guideArticle"
"https://travel2egypt.org/es/guia-de-viajes-de-sharm-el-sheij/parque-nacional-de-ras-mohamed/",1,yes,"wp-page-60489:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-dahab/eventos/",1,yes,"wp-page-60585:guideArticle"
"https://travel2egypt.org/egypt-travel-guide/",1,yes,"wp-page-60624:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-alejandria/catacumbas-de-kom-el-shuqafa/",1,yes,"wp-page-87976:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-alejandria/pilar-de-pompeyo/",1,yes,"wp-page-87976:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-alejandria/fuerte-de-qaitbey/",1,yes,"wp-page-87976:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-al-arish/la-antigua-ciudad-de-pelusium/",1,yes,"wp-page-88483:tour"
"https://travel2egypt.org/es/vida-nubia-excursion-privada-por-la-aldea-nubia-y-el-nilo-en-barco-a-motor/",1,yes,"wp-page-88483:tour"
"https://travel2egypt.org/es/paquetes-de-viaje-para-grupos-pequenos/",1,yes,"wp-page-88558:tour"
"https://travel2egypt.org/es/guia-de-viajes-de-sharm-el-sheij/parque-nacional-de-nabq/",1,yes,"wp-page-88558:tour"
"https://travel2egypt.org/es/grupo-de-danza-de-los-delfines-excursion-de-snorkel-de-un-dia-en-mares-compartidos/",1,yes,"wp-page-88558:tour"
"https://travel2egypt.org/es/iconos/",1,yes,"wp-post-144544-es:article"
"https://travel2egypt.org/sharm-el-sheikh-travel-guide/tours/",1,yes,"wp-page-145987:guideArticle"
"http://travel2egypt.org/es/guia-de-viaje-de-qena/descubre-qena/",1,yes,"wp-page-58640:guideArticle"
"http://travel2egypt.org/es/guia-de-viaje-de-al-minya/tal-el-amarna/",1,yes,"wp-page-58655:guideArticle"
"https://travel2egypt.org/al-wadi-al-gadid-travel-guide/activities-essential/",1,yes,"wp-page-58729:guideArticle"
"https://travel2egypt.org/kharga-oasis-travel-guide/navigating-through/",1,yes,"wp-page-58752:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-del-oasis-de-dajla/cuando-explorar/",1,yes,"wp-page-59494:guideArticle"
"https://travel2egypt.org/bahariya-oasis-travel-guide/experiences-unlocked/",1,yes,"wp-page-59733:guideArticle"
"https://travel2egypt.org/kharga-oasis-travel-guide/events/",1,yes,"wp-page-60118:guideArticle"
"https://travel2egypt.org/abu-simble-travel-guide/flavors-local/",1,yes,"wp-page-60130:guideArticle"
"https://travel2egypt.org/es/guia-mensual-de-egipto/",1,yes,"wp-page-60130:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-luxor/expedicion/",1,yes,"wp-page-60231:guideArticle"
"https://travel2egypt.org/es/excursion-nadando-con-delfines/",1,yes,"wp-page-60436:guideArticle"
"https://travel2egypt.org/es/puerta-al-pasado-traslado-al-aeropuerto-de-luxor/",1,yes,"wp-page-60481:guideArticle"
"https://travel2egypt.org/taba-travel-guide/expedition-guides/",1,yes,"wp-page-60558:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-asyut/los-vibrantes-actos-y-festivales-de-asyut/",1,yes,"wp-page-60661:guideArticle"
"http://travel2egypt.org/es/que-incluyen-los-paquetes-de-crucero-por-el-nilo/",1,yes,"wp-page-63523:hotel"
"https://travel2egypt.org/cairo-travel-guide/the-egyptian-museum/",1,yes,"wp-page-87729:tour"
"https://travel2egypt.org/farafra-oasis-travel-guide/the-road-to-dakhla/",1,yes,"wp-page-87761:tour"
"https://travel2egypt.org/cairo-travel-guide/wikala-of-al-ghouri/",1,yes,"wp-page-87835:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-edfu/templo-de-edfu/",1,yes,"wp-page-88179:tour"
"https://travel2egypt.org/es/vacaciones-en-egipto-crucero-por-el-nilo-de-11-dias-de-luxor-a-el-cairo-desde-espana/",1,yes,"wp-page-88412:tour"
"https://travel2egypt.org/es/los-secretos-de-asuan-excursion-de-un-dia-al-museo-nubio-y-al-mercado-local/",1,yes,"wp-page-88412:tour"
"http://travel2egypt.org/cairo-travel-guide/the-egyptian-museum/",1,yes,"wp-page-88565:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-el-cairo/mezquita-de-mohammed-ali/",1,yes,"wp-page-88565:tour"
"https://travel2egypt.org/es/excursion-de-un-dia-en-avion-de-luxor-a-el-cairo/",1,yes,"wp-page-89602:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-guiza/el-museo-del-barco-solar/",1,yes,"wp-page-89602:tour"
"https://travel2egypt.org/saint-catherine-travel-guide/visiting-tips/",1,yes,"wp-post-73355-en:article"
"mailto:info@travel2egypt.org",1,no,"editorial-page-contact:editorialPage"
"https://travel2egypt.org/ja/%e3%82%a2%e3%83%96%e3%83%bb%e3%82%b7%e3%83%b3%e3%83%99%e3%83%ab%e6%97%85%e8%a1%8c%e3%82%ac%e3%82%a4%e3%83%89/%e3%82%a2%e3%83%96%e3%83%bb%e3%82%b7%e3%83%b3%e3%83%99%e3%83%ab%ef%bc%9a%e3%83%a6%e3%83%8b%e3%83%bc%e3%82%af%e3%81%aa%e7%99%ba%e8%a6%8b%e3%81%a8%e9%9a%a0%e3%82%8c%e3%81%9f%e5%ae%9d%e7%9f%b3/",1,yes,"guideArticle.luxor.the-mortuary-temple-of-queen-hatshepsut:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-hurghada/mantente-con-estilo/",1,yes,"wp-page-155767:guideArticle"
"http://travel2egypt.org/es/rios-del-desierto-paquete-de-10-dias-por-el-nilo-y-el-desierto-occidental/",1,yes,"wp-page-59312:guideArticle"
"https://travel2egypt.org/al-fayoum-travel-guide/rich-past/",1,yes,"wp-page-59588:guideArticle"
"http://travel2egypt.org/es/guia-de-viaje-de-guiza/saqqara-sakkara/",1,yes,"wp-page-60061:guideArticle"
"https://travel2egypt.org/group-day-tours/",1,no,"wp-page-60072:guideArticle"
"https://travel2egypt.org/category/luxury-stay/",1,yes,"wp-page-60122:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-qena/descubre-qena/",1,yes,"wp-page-60324:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-santa-catalina/monasterio-de-santa-catalina-y-monte-sinai/",1,yes,"wp-page-60459:guideArticle"
"https://travel2egypt.org/es/guia-de-viaje-de-santa-catalina/explorando-mas-alla/",1,yes,"wp-page-60537:guideArticle"
"http://travel2egypt.org/es/guia-de-viaje-de-taba/alturas-de-tabaalturas-de-tabaalturas-de-taba/",1,yes,"wp-page-60583:guideArticle"
"http://travel2egypt.org/es/el-viaje-definitivo-a-sharm-el-sheij/",1,yes,"wp-page-60644:guideArticle"
"https://travel2egypt.org/es/puerta-al-pasado-traslado-al-aeropuerto-de-luxor-2/",1,yes,"wp-page-60649:guideArticle"
"https://travel2egypt.org/es/safari-de-5-dias-por-las-cuevas-de-obeiyed/",1,yes,"wp-page-78399:guideArticle"
"https://travel2egypt.org/blog/",1,no,"wp-page-110952:tour"
"https://travel2egypt.org/es/guia-de-viaje-de-sohag/templo-de-abydos/",1,yes,"wp-page-116301:tour"
"https://travel2egypt.org/cairo-travel-guide/ibn-tulun-citadel/",1,yes,"wp-page-87828:tour"
"https://travel2egypt.org/sohag-travel-guide/ancient-civilizations/",1,yes,"wp-page-88093:tour"
"http://travel2egypt.org/es/viajes-rapidos-en-egipto/",1,yes,"wp-page-88177:tour"
"https://travel2egypt.org/es/gran-egipto/",1,yes,"wp-page-88556:tour"
"https://travel2egypt.org/es/10-dias-por-egipto-y-el-nilo/",1,yes,"wp-page-88599:tour"
